TABLE NO.  1
 TIME        CAT         DOSE        CP          IPRED       W
  9.0000E+00  2.0000E+00  0.0000E+00  4.5500E+00  4.4556E+00  1.0000E+00
  2.4300E+01  2.0000E+00  0.0000E+00  9.0000E-01  1.2184E+00  1.0000E+00
TABLE NO.  1
 TIME        CAT         DOSE        CP          IPRED       W
  0.0000E+00  1.0000E+00  3.2000E+02  0.0000E+00  0.0000E+00  1.0000E+00
  1.0000E-01  3.0000E+00  0.0000E+00  3.0000E+00  1.3491E+00  1.0000E+10
  2.7000E-01  2.0000E+00  0.0000E+00  1.7100E+00  3.1849E+00  1.0000E+00
  1.0000E+00  2.0000E+00  0.0000E+00  8.3100E+00  7.0111E+00  1.0000E+00
  3.5000E+00  2.0000E+00  0.0000E+00  6.8500E+00  7.1501E+00  1.0000E+00
  3.5000E+00  2.0000E+00  0.0000E+00  6.8500E+00  7.1501E+00  1.0000E+00
  3.5000E+00  2.0000E+00  0.0000E+00  6.8500E+00  7.1501E+00  1.0000E+00
  9.0000E+00  2.0000E+00  0.0000E+00  4.5500E+00  4.2340E+00  1.0000E+00
  9.0000E+00  2.0000E+00  0.0000E+00  4.5500E+00  4.2340E+00  1.0000E+00
  1.2000E+01  2.0000E+00  0.0000E+00  3.0100E+00  3.1707E+00  1.0000E+00
  2.4300E+01  2.0000E+00  0.0000E+00  9.0000E-01  9.6873E-01  1.0000E+00
  2.4300E+01  2.0000E+00  0.0000E+00  9.0000E-01  9.6873E-01  1.0000E+00
TABLE NO.  1
 TIME        CAT         DOSE        CP          IPRED       W
  0.0000E+00  1.0000E+00  3.2000E+02  0.0000E+00  0.0000E+00  1.0000E+00
  1.0000E-01  3.0000E+00  0.0000E+00  3.0000E+00  1.4796E+00  1.0000E+10
  2.7000E-01  2.0000E+00  0.0000E+00  1.7100E+00  3.4742E+00  1.0000E+00
  1.0000E+00  2.0000E+00  0.0000E+00  8.3100E+00  7.5036E+00  1.0000E+00
  1.0000E+00  2.0000E+00  0.0000E+00  8.3100E+00  7.5036E+00  1.0000E+00
  3.5000E+00  2.0000E+00  0.0000E+00  6.8500E+00  7.4100E+00  1.0000E+00
  3.5000E+00  2.0000E+00  0.0000E+00  6.8500E+00  7.4100E+00  1.0000E+00
  7.0300E+00  2.0000E+00  0.0000E+00  5.4000E+00  5.1742E+00  1.0000E+00
  9.0000E+00  2.0000E+00  0.0000E+00  4.5500E+00  4.2226E+00  1.0000E+00
  1.2000E+01  2.0000E+00  0.0000E+00  3.0100E+00  3.0984E+00  1.0000E+00
  2.4300E+01  2.0000E+00  0.0000E+00  9.0000E-01  8.7085E-01  1.0000E+00
  2.4300E+01  2.0000E+00  0.0000E+00  9.0000E-01  8.7085E-01  1.0000E+00
TABLE NO.  1
 TIME        CAT         DOSE        CP          IPRED       W
  0.0000E+00  1.0000E+00  3.2000E+02  0.0000E+00  0.0000E+00  1.0000E+00
  1.0000E-01  3.0000E+00  0.0000E+00  3.0000E+00  6.8567E-01  1.0000E+10
  2.7000E-01  2.0000E+00  0.0000E+00  1.7100E+00  1.7221E+00  1.0000E+00
  3.5000E+00  2.0000E+00  0.0000E+00  6.8500E+00  6.8155E+00  1.0000E+00
  3.5000E+00  2.0000E+00  0.0000E+00  6.8500E+00  6.8155E+00  1.0000E+00
  5.0200E+00  2.0000E+00  0.0000E+00  6.0800E+00  6.2305E+00  1.0000E+00
  9.0000E+00  2.0000E+00  0.0000E+00  4.5500E+00  4.2688E+00  1.0000E+00
  1.2000E+01  2.0000E+00  0.0000E+00  3.0100E+00  3.1341E+00  1.0000E+00
  1.2000E+01  2.0000E+00  0.0000E+00  3.0100E+00  3.1341E+00  1.0000E+00
  2.4300E+01  2.0000E+00  0.0000E+00  9.0000E-01  8.7484E-01  1.0000E+00
  2.4300E+01  2.0000E+00  0.0000E+00  9.0000E-01  8.7484E-01  1.0000E+00
  2.4300E+01  2.0000E+00  0.0000E+00  9.0000E-01  8.7484E-01  1.0000E+00
TABLE NO.  1
 TIME        CAT         DOSE        CP          IPRED       W
  0.0000E+00  1.0000E+00  3.2000E+02  0.0000E+00  0.0000E+00  1.0000E+00
  1.0000E-01  3.0000E+00  0.0000E+00  3.0000E+00  1.6994E+00  1.0000E+10
  2.7000E-01  2.0000E+00  0.0000E+00  1.7100E+00  3.9467E+00  1.0000E+00
  5.2000E-01  2.0000E+00  0.0000E+00  7.9100E+00  6.1623E+00  1.0000E+00
  1.0000E+00  2.0000E+00  0.0000E+00  8.3100E+00  8.2230E+00  1.0000E+00
  1.0000E+00  2.0000E+00  0.0000E+00  8.3100E+00  8.2230E+00  1.0000E+00
  1.0000E+00  2.0000E+00  0.0000E+00  8.3100E+00  8.2230E+00  1.0000E+00
  1.9200E+00  2.0000E+00  0.0000E+00  8.3300E+00  8.8514E+00  1.0000E+00
  7.0300E+00  2.0000E+00  0.0000E+00  5.4000E+00  5.3720E+00  1.0000E+00
  9.0000E+00  2.0000E+00  0.0000E+00  4.5500E+00  4.3573E+00  1.0000E+00
  1.2000E+01  2.0000E+00  0.0000E+00  3.0100E+00  3.1679E+00  1.0000E+00
  2.4300E+01  2.0000E+00  0.0000E+00  9.0000E-01  8.5730E-01  1.0000E+00
TABLE NO.  1
 TIME        CAT         DOSE        CP          IPRED       W
  0.0000E+00  1.0000E+00  3.2000E+02  0.0000E+00  0.0000E+00  1.0000E+00
  1.0000E-01  3.0000E+00  0.0000E+00  3.0000E+00  1.7983E+00  1.0000E+10
  2.7000E-01  2.0000E+00  0.0000E+00  1.7100E+00  4.1564E+00  1.0000E+00
  2.7000E-01  2.0000E+00  0.0000E+00  1.7100E+00  4.1564E+00  1.0000E+00
  5.2000E-01  2.0000E+00  0.0000E+00  7.9100E+00  6.4491E+00  1.0000E+00
  5.2000E-01  2.0000E+00  0.0000E+00  7.9100E+00  6.4491E+00  1.0000E+00
  5.2000E-01  2.0000E+00  0.0000E+00  7.9100E+00  6.4491E+00  1.0000E+00
  1.0000E+00  2.0000E+00  0.0000E+00  8.3100E+00  8.5234E+00  1.0000E+00
  1.9200E+00  2.0000E+00  0.0000E+00  8.3300E+00  9.0705E+00  1.0000E+00
  9.0000E+00  2.0000E+00  0.0000E+00  4.5500E+00  4.3421E+00  1.0000E+00
  1.2000E+01  2.0000E+00  0.0000E+00  3.0100E+00  3.1257E+00  1.0000E+00
  2.4300E+01  2.0000E+00  0.0000E+00  9.0000E-01  8.1213E-01  1.0000E+00
TABLE NO.  1
 TIME        CAT         DOSE        CP          IPRED       W
  0.0000E+00  1.0000E+00  3.2000E+02  0.0000E+00  0.0000E+00  1.0000E+00
  1.0000E-01  3.0000E+00  0.0000E+00  3.0000E+00  2.9872E+00  1.0000E+10
  5.2000E-01  2.0000E+00  0.0000E+00  7.9100E+00  7.8459E+00  1.0000E+00
  1.0000E+00  2.0000E+00  0.0000E+00  8.3100E+00  8.5244E+00  1.0000E+00
  3.5000E+00  2.0000E+00  0.0000E+00  6.8500E+00  6.9065E+00  1.0000E+00
  5.0200E+00  2.0000E+00  0.0000E+00  6.0800E+00  5.9923E+00  1.0000E+00
  7.0300E+00  2.0000E+00  0.0000E+00  5.4000E+00  4.9665E+00  1.0000E+00
  1.2000E+01  2.0000E+00  0.0000E+00  3.0100E+00  3.1219E+00  1.0000E+00
  1.2000E+01  2.0000E+00  0.0000E+00  3.0100E+00  3.1219E+00  1.0000E+00
  2.4300E+01  2.0000E+00  0.0000E+00  9.0000E-01  9.8950E-01  1.0000E+00
  2.4300E+01  2.0000E+00  0.0000E+00  9.0000E-01  9.8950E-01  1.0000E+00
  2.4300E+01  2.0000E+00  0.0000E+00  9.0000E-01  9.8950E-01  1.0000E+00
TABLE NO.  1
 TIME        CAT         DOSE        CP          IPRED       W
  0.0000E+00  1.0000E+00  3.2000E+02  0.0000E+00  0.0000E+00  1.0000E+00
  1.0000E-01  3.0000E+00  0.0000E+00  3.0000E+00  1.1786E+00  1.0000E+10
  2.7000E-01  2.0000E+00  0.0000E+00  1.7100E+00  2.8358E+00  1.0000E+00
  2.7000E-01  2.0000E+00  0.0000E+00  1.7100E+00  2.8358E+00  1.0000E+00
  1.0000E+00  2.0000E+00  0.0000E+00  8.3100E+00  6.6583E+00  1.0000E+00
  3.5000E+00  2.0000E+00  0.0000E+00  6.8500E+00  7.3254E+00  1.0000E+00
  5.0200E+00  2.0000E+00  0.0000E+00  6.0800E+00  6.3840E+00  1.0000E+00
  5.0200E+00  2.0000E+00  0.0000E+00  6.0800E+00  6.3840E+00  1.0000E+00
  7.0300E+00  2.0000E+00  0.0000E+00  5.4000E+00  5.2458E+00  1.0000E+00
  9.0000E+00  2.0000E+00  0.0000E+00  4.5500E+00  4.3191E+00  1.0000E+00
  9.0000E+00  2.0000E+00  0.0000E+00  4.5500E+00  4.3191E+00  1.0000E+00
  2.4300E+01  2.0000E+00  0.0000E+00  9.0000E-01  9.5292E-01  1.0000E+00
TABLE NO.  1
 TIME        CAT         DOSE        CP          IPRED       W
  0.0000E+00  1.0000E+00  3.2000E+02  0.0000E+00  0.0000E+00  1.0000E+00
  1.0000E-01  3.0000E+00  0.0000E+00  3.0000E+00  1.2916E+00  1.0000E+10
  2.7000E-01  2.0000E+00  0.0000E+00  1.7100E+00  3.1127E+00  1.0000E+00
  1.0000E+00  2.0000E+00  0.0000E+00  8.3100E+00  7.3340E+00  1.0000E+00
  5.0200E+00  2.0000E+00  0.0000E+00  6.0800E+00  6.7885E+00  1.0000E+00
  7.0300E+00  2.0000E+00  0.0000E+00  5.4000E+00  5.4252E+00  1.0000E+00
  7.0300E+00  2.0000E+00  0.0000E+00  5.4000E+00  5.4252E+00  1.0000E+00
  7.0300E+00  2.0000E+00  0.0000E+00  5.4000E+00  5.4252E+00  1.0000E+00
  9.0000E+00  2.0000E+00  0.0000E+00  4.5500E+00  4.3445E+00  1.0000E+00
  9.0000E+00  2.0000E+00  0.0000E+00  4.5500E+00  4.3445E+00  1.0000E+00
  9.0000E+00  2.0000E+00  0.0000E+00  4.5500E+00  4.3445E+00  1.0000E+00
  1.2000E+01  2.0000E+00  0.0000E+00  3.0100E+00  3.0963E+00  1.0000E+00
TABLE NO.  1
 TIME        CAT         DOSE        CP          IPRED       W
  0.0000E+00  1.0000E+00  3.2000E+02  0.0000E+00  0.0000E+00  1.0000E+00
  1.0000E-01  3.0000E+00  0.0000E+00  3.0000E+00  2.1228E+00  1.0000E+10
  2.7000E-01  2.0000E+00  0.0000E+00  1.7100E+00  4.6995E+00  1.0000E+00
  5.2000E-01  2.0000E+00  0.0000E+00  7.9100E+00  6.9120E+00  1.0000E+00
  5.2000E-01  2.0000E+00  0.0000E+00  7.9100E+00  6.9120E+00  1.0000E+00
  5.2000E-01  2.0000E+00  0.0000E+00  7.9100E+00  6.9120E+00  1.0000E+00
  1.0000E+00  2.0000E+00  0.0000E+00  8.3100E+00  8.4913E+00  1.0000E+00
  1.9200E+00  2.0000E+00  0.0000E+00  8.3300E+00  8.4796E+00  1.0000E+00
  1.9200E+00  2.0000E+00  0.0000E+00  8.3300E+00  8.4796E+00  1.0000E+00
  1.9200E+00  2.0000E+00  0.0000E+00  8.3300E+00  8.4796E+00  1.0000E+00
  3.5000E+00  2.0000E+00  0.0000E+00  6.8500E+00  7.2789E+00  1.0000E+00
  7.0300E+00  2.0000E+00  0.0000E+00  5.4000E+00  5.0386E+00  1.0000E+00
TABLE NO.  1
 TIME        CAT         DOSE        CP          IPRED       W
  0.0000E+00  1.0000E+00  3.2000E+02  0.0000E+00  0.0000E+00  1.0000E+00
  1.0000E-01  3.0000E+00  0.0000E+00  3.0000E+00  9.1492E-01  1.0000E+10
  2.7000E-01  2.0000E+00  0.0000E+00  1.7100E+00  2.2622E+00  1.0000E+00
  2.7000E-01  2.0000E+00  0.0000E+00  1.7100E+00  2.2622E+00  1.0000E+00
  1.9200E+00  2.0000E+00  0.0000E+00  8.3300E+00  7.4618E+00  1.0000E+00
  5.0200E+00  2.0000E+00  0.0000E+00  6.0800E+00  6.5529E+00  1.0000E+00
  5.0200E+00  2.0000E+00  0.0000E+00  6.0800E+00  6.5529E+00  1.0000E+00
  7.0300E+00  2.0000E+00  0.0000E+00  5.4000E+00  5.3288E+00  1.0000E+00
  9.0000E+00  2.0000E+00  0.0000E+00  4.5500E+00  4.3091E+00  1.0000E+00
  9.0000E+00  2.0000E+00  0.0000E+00  4.5500E+00  4.3091E+00  1.0000E+00
  1.2000E+01  2.0000E+00  0.0000E+00  3.0100E+00  3.1092E+00  1.0000E+00
  2.4300E+01  2.0000E+00  0.0000E+00  9.0000E-01  8.1417E-01  1.0000E+00
TABLE NO.  1
 TIME        CAT         DOSE        CP          IPRED       W
  0.0000E+00  1.0000E+00  3.2000E+02  0.0000E+00  0.0000E+00  1.0000E+00
  1.0000E-01  3.0000E+00  0.0000E+00  3.0000E+00  2.0817E+00  1.0000E+10
  2.7000E-01  2.0000E+00  0.0000E+00  1.7100E+00  4.6821E+00  1.0000E+00
  5.2000E-01  2.0000E+00  0.0000E+00  7.9100E+00  7.0207E+00  1.0000E+00
  5.2000E-01  2.0000E+00  0.0000E+00  7.9100E+00  7.0207E+00  1.0000E+00
  5.2000E-01  2.0000E+00  0.0000E+00  7.9100E+00  7.0207E+00  1.0000E+00
  3.5000E+00  2.0000E+00  0.0000E+00  6.8500E+00  7.7702E+00  1.0000E+00
  7.0300E+00  2.0000E+00  0.0000E+00  5.4000E+00  5.3563E+00  1.0000E+00
  9.0000E+00  2.0000E+00  0.0000E+00  4.5500E+00  4.3504E+00  1.0000E+00
  9.0000E+00  2.0000E+00  0.0000E+00  4.5500E+00  4.3504E+00  1.0000E+00
  9.0000E+00  2.0000E+00  0.0000E+00  4.5500E+00  4.3504E+00  1.0000E+00
  1.2000E+01  2.0000E+00  0.0000E+00  3.0100E+00  3.1692E+00  1.0000E+00
TABLE NO.  1
 TIME        CAT         DOSE        CP          IPRED       W
  0.0000E+00  1.0000E+00  3.2000E+02  0.0000E+00  0.0000E+00  1.0000E+00
  1.0000E-01  3.0000E+00  0.0000E+00  3.0000E+00  1.7794E+00  1.0000E+10
  2.7000E-01  2.0000E+00  0.0000E+00  1.7100E+00  4.0514E+00  1.0000E+00
  5.2000E-01  2.0000E+00  0.0000E+00  7.9100E+00  6.1686E+00  1.0000E+00
  1.0000E+00  2.0000E+00  0.0000E+00  8.3100E+00  7.9407E+00  1.0000E+00
  1.9200E+00  2.0000E+00  0.0000E+00  8.3300E+00  8.2546E+00  1.0000E+00
  3.5000E+00  2.0000E+00  0.0000E+00  6.8500E+00  7.1788E+00  1.0000E+00
  3.5000E+00  2.0000E+00  0.0000E+00  6.8500E+00  7.1788E+00  1.0000E+00
  3.5000E+00  2.0000E+00  0.0000E+00  6.8500E+00  7.1788E+00  1.0000E+00
  7.0300E+00  2.0000E+00  0.0000E+00  5.4000E+00  4.9795E+00  1.0000E+00
  1.2000E+01  2.0000E+00  0.0000E+00  3.0100E+00  2.9699E+00  1.0000E+00
  2.4300E+01  2.0000E+00  0.0000E+00  9.0000E-01  8.2659E-01  1.0000E+00
TABLE NO.  1
 TIME        CAT         DOSE        CP          IPRED       W
  0.0000E+00  1.0000E+00  3.2000E+02  0.0000E+00  0.0000E+00  1.0000E+00
  1.0000E-01  3.0000E+00  0.0000E+00  3.0000E+00  2.2027E+00  1.0000E+10
  1.0000E+00  2.0000E+00  0.0000E+00  8.3100E+00  8.3153E+00  1.0000E+00
  1.0000E+00  2.0000E+00  0.0000E+00  8.3100E+00  8.3153E+00  1.0000E+00
  1.0000E+00  2.0000E+00  0.0000E+00  8.3100E+00  8.3153E+00  1.0000E+00
  1.9200E+00  2.0000E+00  0.0000E+00  8.3300E+00  8.2267E+00  1.0000E+00
  3.5000E+00  2.0000E+00  0.0000E+00  6.8500E+00  7.1636E+00  1.0000E+00
  7.0300E+00  2.0000E+00  0.0000E+00  5.4000E+00  5.1723E+00  1.0000E+00
  9.0000E+00  2.0000E+00  0.0000E+00  4.5500E+00  4.3124E+00  1.0000E+00
  9.0000E+00  2.0000E+00  0.0000E+00  4.5500E+00  4.3124E+00  1.0000E+00
  1.2000E+01  2.0000E+00  0.0000E+00  3.0100E+00  3.2694E+00  1.0000E+00
  1.2000E+01  2.0000E+00  0.0000E+00  3.0100E+00  3.2694E+00  1.0000E+00
TABLE NO.  1
 TIME        CAT         DOSE        CP          IPRED       W
  0.0000E+00  1.0000E+00  3.2000E+02  0.0000E+00  0.0000E+00  1.0000E+00
  1.0000E-01  3.0000E+00  0.0000E+00  3.0000E+00  2.8341E+00  1.0000E+10
  5.2000E-01  2.0000E+00  0.0000E+00  7.9100E+00  7.9094E+00  1.0000E+00
  5.2000E-01  2.0000E+00  0.0000E+00  7.9100E+00  7.9094E+00  1.0000E+00
  5.2000E-01  2.0000E+00  0.0000E+00  7.9100E+00  7.9094E+00  1.0000E+00
  1.9200E+00  2.0000E+00  0.0000E+00  8.3300E+00  8.3995E+00  1.0000E+00
  5.0200E+00  2.0000E+00  0.0000E+00  6.0800E+00  6.2737E+00  1.0000E+00
  7.0300E+00  2.0000E+00  0.0000E+00  5.4000E+00  5.1866E+00  1.0000E+00
  7.0300E+00  2.0000E+00  0.0000E+00  5.4000E+00  5.1866E+00  1.0000E+00
  9.0000E+00  2.0000E+00  0.0000E+00  4.5500E+00  4.3042E+00  1.0000E+00
  1.2000E+01  2.0000E+00  0.0000E+00  3.0100E+00  3.2401E+00  1.0000E+00
  1.2000E+01  2.0000E+00  0.0000E+00  3.0100E+00  3.2401E+00  1.0000E+00
TABLE NO.  1
 TIME        CAT         DOSE        CP          IPRED       W
  0.0000E+00  1.0000E+00  3.2000E+02  0.0000E+00  0.0000E+00  1.0000E+00
  1.0000E-01  3.0000E+00  0.0000E+00  3.0000E+00  3.2191E+00  1.0000E+10
  5.2000E-01  2.0000E+00  0.0000E+00  7.9100E+00  7.8845E+00  1.0000E+00
  1.0000E+00  2.0000E+00  0.0000E+00  8.3100E+00  8.3473E+00  1.0000E+00
  1.0000E+00  2.0000E+00  0.0000E+00  8.3100E+00  8.3473E+00  1.0000E+00
  1.0000E+00  2.0000E+00  0.0000E+00  8.3100E+00  8.3473E+00  1.0000E+00
  3.5000E+00  2.0000E+00  0.0000E+00  6.8500E+00  6.8940E+00  1.0000E+00
  3.5000E+00  2.0000E+00  0.0000E+00  6.8500E+00  6.8940E+00  1.0000E+00
  5.0200E+00  2.0000E+00  0.0000E+00  6.0800E+00  6.0895E+00  1.0000E+00
  7.0300E+00  2.0000E+00  0.0000E+00  5.4000E+00  5.1681E+00  1.0000E+00
  9.0000E+00  2.0000E+00  0.0000E+00  4.5500E+00  4.4004E+00  1.0000E+00
  2.4300E+01  2.0000E+00  0.0000E+00  9.0000E-01  1.2621E+00  1.0000E+00
TABLE NO.  1
 TIME        CAT         DOSE        CP          IPRED       W
  0.0000E+00  1.0000E+00  3.2000E+02  0.0000E+00  0.0000E+00  1.0000E+00
  1.0000E-01  3.0000E+00  0.0000E+00  3.0000E+00  1.9423E+00  1.0000E+10
  2.7000E-01  2.0000E+00  0.0000E+00  1.7100E+00  4.4269E+00  1.0000E+00
  5.2000E-01  2.0000E+00  0.0000E+00  7.9100E+00  6.7479E+00  1.0000E+00
  5.2000E-01  2.0000E+00  0.0000E+00  7.9100E+00  6.7479E+00  1.0000E+00
  5.0200E+00  2.0000E+00  0.0000E+00  6.0800E+00  6.6347E+00  1.0000E+00
  5.0200E+00  2.0000E+00  0.0000E+00  6.0800E+00  6.6347E+00  1.0000E+00
  7.0300E+00  2.0000E+00  0.0000E+00  5.4000E+00  5.3388E+00  1.0000E+00
  7.0300E+00  2.0000E+00  0.0000E+00  5.4000E+00  5.3388E+00  1.0000E+00
  9.0000E+00  2.0000E+00  0.0000E+00  4.5500E+00  4.3144E+00  1.0000E+00
  9.0000E+00  2.0000E+00  0.0000E+00  4.5500E+00  4.3144E+00  1.0000E+00
  9.0000E+00  2.0000E+00  0.0000E+00  4.5500E+00  4.3144E+00  1.0000E+00
TABLE NO.  1
 TIME        CAT         DOSE        CP          IPRED       W
  0.0000E+00  1.0000E+00  3.2000E+02  0.0000E+00  0.0000E+00  1.0000E+00
  1.0000E-01  3.0000E+00  0.0000E+00  3.0000E+00  2.9767E+00  1.0000E+10
  5.2000E-01  2.0000E+00  0.0000E+00  7.9100E+00  7.8683E+00  1.0000E+00
  5.2000E-01  2.0000E+00  0.0000E+00  7.9100E+00  7.8683E+00  1.0000E+00
  1.0000E+00  2.0000E+00  0.0000E+00  8.3100E+00  8.5953E+00  1.0000E+00
  1.9200E+00  2.0000E+00  0.0000E+00  8.3300E+00  8.1343E+00  1.0000E+00
  5.0200E+00  2.0000E+00  0.0000E+00  6.0800E+00  6.2602E+00  1.0000E+00
  7.0300E+00  2.0000E+00  0.0000E+00  5.4000E+00  5.2800E+00  1.0000E+00
  9.0000E+00  2.0000E+00  0.0000E+00  4.5500E+00  4.4684E+00  1.0000E+00
  9.0000E+00  2.0000E+00  0.0000E+00  4.5500E+00  4.4684E+00  1.0000E+00
  9.0000E+00  2.0000E+00  0.0000E+00  4.5500E+00  4.4684E+00  1.0000E+00
  2.4300E+01  2.0000E+00  0.0000E+00  9.0000E-01  1.2225E+00  1.0000E+00
TABLE NO.  1
 TIME        CAT         DOSE        CP          IPRED       W
  0.0000E+00  1.0000E+00  3.2000E+02  0.0000E+00  0.0000E+00  1.0000E+00
  1.0000E-01  3.0000E+00  0.0000E+00  3.0000E+00  1.7363E+00  1.0000E+10
  2.7000E-01  2.0000E+00  0.0000E+00  1.7100E+00  3.9860E+00  1.0000E+00
  5.2000E-01  2.0000E+00  0.0000E+00  7.9100E+00  6.1342E+00  1.0000E+00
  1.0000E+00  2.0000E+00  0.0000E+00  8.3100E+00  8.0245E+00  1.0000E+00
  1.9200E+00  2.0000E+00  0.0000E+00  8.3300E+00  8.5020E+00  1.0000E+00
  1.9200E+00  2.0000E+00  0.0000E+00  8.3300E+00  8.5020E+00  1.0000E+00
  5.0200E+00  2.0000E+00  0.0000E+00  6.0800E+00  6.5101E+00  1.0000E+00
  7.0300E+00  2.0000E+00  0.0000E+00  5.4000E+00  5.3675E+00  1.0000E+00
  9.0000E+00  2.0000E+00  0.0000E+00  4.5500E+00  4.4421E+00  1.0000E+00
  9.0000E+00  2.0000E+00  0.0000E+00  4.5500E+00  4.4421E+00  1.0000E+00
  9.0000E+00  2.0000E+00  0.0000E+00  4.5500E+00  4.4421E+00  1.0000E+00
TABLE NO.  1
 TIME        CAT         DOSE        CP          IPRED       W
  0.0000E+00  1.0000E+00  3.2000E+02  0.0000E+00  0.0000E+00  1.0000E+00
  1.0000E-01  3.0000E+00  0.0000E+00  3.0000E+00  1.4780E+00  1.0000E+10
  2.7000E-01  2.0000E+00  0.0000E+00  1.7100E+00  3.5255E+00  1.0000E+00
  2.7000E-01  2.0000E+00  0.0000E+00  1.7100E+00  3.5255E+00  1.0000E+00
  5.2000E-01  2.0000E+00  0.0000E+00  7.9100E+00  5.6989E+00  1.0000E+00
  1.0000E+00  2.0000E+00  0.0000E+00  8.3100E+00  8.0124E+00  1.0000E+00
  1.0000E+00  2.0000E+00  0.0000E+00  8.3100E+00  8.0124E+00  1.0000E+00
  1.0000E+00  2.0000E+00  0.0000E+00  8.3100E+00  8.0124E+00  1.0000E+00
  1.9200E+00  2.0000E+00  0.0000E+00  8.3300E+00  9.1304E+00  1.0000E+00
  9.0000E+00  2.0000E+00  0.0000E+00  4.5500E+00  4.4147E+00  1.0000E+00
  1.2000E+01  2.0000E+00  0.0000E+00  3.0100E+00  3.1234E+00  1.0000E+00
  2.4300E+01  2.0000E+00  0.0000E+00  9.0000E-01  7.5596E-01  1.0000E+00
TABLE NO.  1
 TIME        CAT         DOSE        CP          IPRED       W
  0.0000E+00  1.0000E+00  3.2000E+02  0.0000E+00  0.0000E+00  1.0000E+00
  1.0000E-01  3.0000E+00  0.0000E+00  3.0000E+00  1.1499E+00  1.0000E+10
  2.7000E-01  2.0000E+00  0.0000E+00  1.7100E+00  2.8044E+00  1.0000E+00
  2.7000E-01  2.0000E+00  0.0000E+00  1.7100E+00  2.8044E+00  1.0000E+00
  1.0000E+00  2.0000E+00  0.0000E+00  8.3100E+00  6.8921E+00  1.0000E+00
  1.9200E+00  2.0000E+00  0.0000E+00  8.3300E+00  8.3668E+00  1.0000E+00
  1.9200E+00  2.0000E+00  0.0000E+00  8.3300E+00  8.3668E+00  1.0000E+00
  5.0200E+00  2.0000E+00  0.0000E+00  6.0800E+00  6.7720E+00  1.0000E+00
  7.0300E+00  2.0000E+00  0.0000E+00  5.4000E+00  5.3726E+00  1.0000E+00
  7.0300E+00  2.0000E+00  0.0000E+00  5.4000E+00  5.3726E+00  1.0000E+00
  9.0000E+00  2.0000E+00  0.0000E+00  4.5500E+00  4.2603E+00  1.0000E+00
  2.4300E+01  2.0000E+00  0.0000E+00  9.0000E-01  6.9880E-01  1.0000E+00
TABLE NO.  1
 TIME        CAT         DOSE        CP          IPRED       W
  0.0000E+00  1.0000E+00  3.2000E+02  0.0000E+00  0.0000E+00  1.0000E+00
  1.0000E-01  3.0000E+00  0.0000E+00  3.0000E+00  2.2602E+00  1.0000E+10
  1.0000E+00  2.0000E+00  0.0000E+00  8.3100E+00  8.3313E+00  1.0000E+00
  1.0000E+00  2.0000E+00  0.0000E+00  8.3100E+00  8.3313E+00  1.0000E+00
  1.9200E+00  2.0000E+00  0.0000E+00  8.3300E+00  8.1874E+00  1.0000E+00
  1.9200E+00  2.0000E+00  0.0000E+00  8.3300E+00  8.1874E+00  1.0000E+00
  3.5000E+00  2.0000E+00  0.0000E+00  6.8500E+00  7.1139E+00  1.0000E+00
  3.5000E+00  2.0000E+00  0.0000E+00  6.8500E+00  7.1139E+00  1.0000E+00
  7.0300E+00  2.0000E+00  0.0000E+00  5.4000E+00  5.1249E+00  1.0000E+00
  9.0000E+00  2.0000E+00  0.0000E+00  4.5500E+00  4.2676E+00  1.0000E+00
  1.2000E+01  2.0000E+00  0.0000E+00  3.0100E+00  3.2293E+00  1.0000E+00
  2.4300E+01  2.0000E+00  0.0000E+00  9.0000E-01  1.0297E+00  1.0000E+00
TABLE NO.  1
 TIME        CAT         DOSE        CP          IPRED       W
  0.0000E+00  1.0000E+00  3.2000E+02  0.0000E+00  0.0000E+00  1.0000E+00
  1.0000E-01  3.0000E+00  0.0000E+00  3.0000E+00  1.1080E+00  1.0000E+10
  2.7000E-01  2.0000E+00  0.0000E+00  1.7100E+00  2.6834E+00  1.0000E+00
  1.9200E+00  2.0000E+00  0.0000E+00  8.3300E+00  7.6807E+00  1.0000E+00
  1.9200E+00  2.0000E+00  0.0000E+00  8.3300E+00  7.6807E+00  1.0000E+00
  3.5000E+00  2.0000E+00  0.0000E+00  6.8500E+00  7.2116E+00  1.0000E+00
  3.5000E+00  2.0000E+00  0.0000E+00  6.8500E+00  7.2116E+00  1.0000E+00
  3.5000E+00  2.0000E+00  0.0000E+00  6.8500E+00  7.2116E+00  1.0000E+00
  1.2000E+01  2.0000E+00  0.0000E+00  3.0100E+00  2.9468E+00  1.0000E+00
  2.4300E+01  2.0000E+00  0.0000E+00  9.0000E-01  7.8240E-01  1.0000E+00
  2.4300E+01  2.0000E+00  0.0000E+00  9.0000E-01  7.8240E-01  1.0000E+00
  2.4300E+01  2.0000E+00  0.0000E+00  9.0000E-01  7.8240E-01  1.0000E+00
TABLE NO.  1
 TIME        CAT         DOSE        CP          IPRED       W
  0.0000E+00  1.0000E+00  3.2000E+02  0.0000E+00  0.0000E+00  1.0000E+00
  1.0000E-01  3.0000E+00  0.0000E+00  3.0000E+00  5.7268E+00  1.0000E+10
  1.9200E+00  2.0000E+00  0.0000E+00  8.3300E+00  8.2420E+00  1.0000E+00
